"HIGH_1"	"HIGH_2"	"HIGH_3"	"HIGH_4"	"LOW_1"	"LOW_2"	"LOW_3"	"LOW_4"
"EMC1.AS1"	9	12	5	10	5	7	9	8
"EMC1"	1280	1102	1173	816	989	1040	907	1074
"MRTO4"	235	306	165	230	150	116	160	176
"AKR7L"	713	360	536	544	675	828	775	726
"AKR7A3"	3172	1045	1262	2266	2580	1849	2340	2615
"LOC124903867"	31	9	13	7	60	50	54	35
"LOC100506730"	33	49	38	53	45	53	45	45
"AKR7A2"	916	547	588	1022	658	575	598	824
"RNU6.1099P"	3	1	2	0	4	3	0	1
"SLC66A1"	283	225	182	212	222	239	213	214
"CAPZB"	1175	1462	616	1028	524	638	534	645
"LOC124903868"	0	0	0	0	0	0	0	0
"RN7SL277P"	5	11	13	12	8	9	22	12
"LOC124903869"	1	0	0	0	0	0	0	0
"LOC105376819"	2	10	1	2	2	0	1	1
"LOC105376818"	0	0	0	0	0	0	0	0
"LOC105376817"	0	0	0	0	0	0	0	0
"LOC124904816"	0	0	0	0	0	0	0	0
"MICOS10.DT"	0	2	0	0	0	0	0	0
"MICOS10.NBL1"	0	0	1	0	0	0	0	0
"MICOS10"	298	409	177	351	113	168	150	140
"RPS14P3"	68	37	53	7	62	71	31	74
"NBL1"	2	0	1	0	0	1	1	1
"HTR6"	0	0	0	0	0	1	0	0
"TMCO4"	380	323	273	248	197	242	258	352
"RNF186"	14	0	9	7	1	8	11	13
"LOC105376823"	0	0	0	0	0	0	0	0
"OTUD3"	327	333	270	110	218	303	304	441
"PLA2G2E"	0	0	0	0	0	0	0	0
"PLA2G2A"	1004	55	359	205	87	265	1	66
"PLA2G5"	167	204	85	72	54	42	29	63
"PLA2G2D"	20	13	6	1	3	6	2	1
"PLA2G2F"	0	0	0	0	0	0	0	0
"LOC117779438"	53	130	23	12	23	19	5	27
"PLA2G2C"	8	4	1	0	0	0	0	3
"UBXN10"	510	367	316	75	48	291	32	239
"LOC105376825"	5	5	7	1	3	4	0	5
"LOC105376826"	0	0	0	0	0	0	0	0
"LINC01757"	0	0	0	0	0	0	0	0
"LOC105376828"	0	0	0	0	0	0	0	0
"VWA5B1"	0	0	0	0	0	0	0	0
"LOC124903870"	0	0	0	0	0	0	0	0
"LINC01141"	2	0	0	1	2	2	12	3
"LOC124903871"	1	0	0	0	1	0	0	0
"CAMK2N1"	915	674	671	1238	543	538	761	656
"MUL1"	414	524	279	312	196	178	192	261
"RPS4XP4"	0	0	0	0	0	0	0	0
"FAM43B"	3	9	6	17	2	0	2	5
"CDA"	348	153	179	268	114	165	161	245
"PINK1"	2841	1176	2285	2271	1652	1482	2087	2441
"MIR6084"	0	0	0	0	0	0	0	0
"PINK1.AS"	115	144	105	72	104	113	92	131
"DDOST"	2051	2784	1441	1955	1289	940	1501	1742
"KIF17"	67	45	33	31	58	26	52	17
"SH2D5"	0	9	1	4	0	0	0	2
"HP1BP3"	3028	3520	2343	2223	2021	2190	2304	2754
"EIF4G3"	2016	2530	1696	1278	1146	1263	1262	1553
"LOC105376830"	0	0	0	0	0	0	0	0
"LOC105376829"	0	0	0	0	0	0	0	0
"MIR1256"	1	2	4	0	2	3	2	0
"RPS15AP6"	10	21	17	6	4	10	13	10
"ECE1"	1772	1533	1327	1387	1636	1796	1717	1185
"LOC124903872"	0	0	0	0	0	0	0	0
"ECE1.AS1"	1	0	2	2	2	1	6	0
"PPP1R11P1"	0	0	0	0	0	0	0	0
"LOC105376832"	0	0	0	0	0	0	0	0
"HS6ST1P1"	6	1	8	3	3	2	3	8
"CROCCP5"	0	0	0	0	0	0	0	0
"NBPF3"	213	157	142	27	44	106	102	100
"PFN1P10"	0	0	0	0	1	1	0	0
"ALPL"	1125	1249	781	925	714	703	1013	894
"LINC02596"	1	2	0	1	0	1	0	1
"RAP1GAP"	346	1005	165	228	76	119	157	142
"USP48"	1255	1347	1004	858	900	1016	916	1320
"LOC124904736"	0	0	0	0	0	0	0	0
"LDLRAD2"	2	0	1	1	0	1	1	0
"HSPG2"	4812	7038	1780	3934	1612	1565	1614	1290
"CELA3B"	0	0	0	0	0	1	0	0
"CELA3A"	0	0	0	0	0	0	0	0
"LINC01635"	0	1	1	1	1	0	0	0
"LINC00339"	148	172	115	205	127	150	121	150
"CDC42"	3584	4668	2535	2942	1643	1817	2111	2949
"LOC124903873"	0	0	0	0	0	0	0	0
"WNT4"	91	104	34	64	1	9	3	17
"LOC105376845"	1	2	1	1	0	1	1	0
"LOC105376850"	0	2	0	0	0	0	1	0
"LOC107985377"	0	0	0	0	0	0	0	0
"MIR4418"	0	0	0	0	0	0	0	0
"LOC105376856"	0	1	0	0	0	0	0	0
"ZBTB40"	987	1025	862	630	917	908	985	1056
"EPHA8"	0	1	0	2	0	1	0	0
"MIR6127"	0	0	0	0	0	0	0	0
"C1QA"	1729	3110	965	1544	662	340	961	1626
"C1QC"	1752	2723	1155	1406	762	605	1209	2086
"C1QB"	2428	4983	1428	2510	1008	739	1695	2575
"EPHB2"	110	282	48	54	10	15	18	37
"MIR4684"	0	0	0	0	0	0	0	0
"MIR4253"	0	0	0	0	0	0	0	0
"LOC124903874"	0	0	0	0	0	0	0	0
"LACTBL1"	0	0	0	0	0	0	0	0
"TEX46"	2	0	2	0	1	4	3	5
"KDM1A"	873	1079	746	745	858	699	904	835
"MIR3115"	0	0	0	0	0	1	0	0
"LUZP1"	718	1313	405	406	294	398	431	490
"HTR1D"	0	0	0	0	0	0	3	0
"RPL29P6"	0	0	0	0	0	0	0	0
"LINC01355"	0	0	0	0	0	0	0	0
"HNRNPR"	8	0	2	1	5	4	2	6
"ZNF436"	0	0	0	0	0	0	0	0
"ZNF436.AS1"	0	0	0	0	0	0	0	0
"TCEA3"	19	9	14	21	9	8	7	13
"LOC124903875"	0	0	0	0	0	0	0	0
"ASAP3"	1	0	0	3	2	0	1	1
"E2F2"	0	0	0	0	0	0	1	0
"LOC101928163"	0	0	0	0	0	0	0	0
"LOC124903876"	0	0	0	0	0	0	0	0
"LOC105376859"	0	0	0	0	0	0	0	0
"ID3"	0	0	0	0	0	0	0	0
"LOC107984928"	0	0	0	0	0	0	0	0
"MDS2"	0	1	0	2	1	0	0	0
"RPL11"	7117	8802	4923	9347	5772	5241	7010	6666
"ELOA"	2061	1528	1478	1460	1438	1392	1492	1490
"ELOA.AS1"	63	33	39	60	70	59	86	71
"PITHD1"	795	531	531	584	414	429	442	609
"LOC105376860"	0	2	0	0	0	0	1	0
"LYPLA2"	573	601	293	502	250	195	226	310
"GALE"	649	356	538	637	511	508	556	718
"HMGCL"	3999	2425	2569	4429	2896	2408	3106	3323
"LOC105376861"	5	6	2	4	33	25	23	11
"FUCA1"	2791	1464	2184	2099	1461	1517	1451	1725
"CNR2"	21	17	14	5	6	12	12	11
"LOC124904841"	0	0	0	0	0	0	0	0
"BTBD6P1"	1	1	5	2	1	6	1	2
"MIR378F"	0	0	0	0	0	0	0	0
"LOC124903877"	0	0	0	0	0	0	1	0
"PNRC2"	1258	1327	908	998	664	714	872	1080
"SRSF10"	1840	2054	1608	1296	1378	1359	1438	1730
"LOC105378615"	0	0	0	0	0	0	0	0
"RPL36P5"	0	0	0	0	0	0	0	0
"LOC105376863"	0	2	0	3	0	0	0	0
"LOC107984931"	0	0	0	0	0	0	0	0
"MYOM3"	2	0	2	1	11	4	5	7
"MYOM3.AS1"	0	0	0	0	0	0	0	0
"LOC124903878"	0	0	0	0	0	0	0	0
"LOC105376864"	0	0	0	0	0	0	0	0
"IL22RA1"	169	91	139	149	145	87	107	130
"LOC124903879"	1	1	0	0	0	0	2	0
"IFNLR1"	312	135	339	230	161	176	301	284
"LINC02800"	0	6	0	0	0	0	0	1
"GRHL3.AS1"	31	39	42	21	34	34	44	36
"GRHL3"	14	5	13	9	19	23	19	14
"STPG1"	73	98	45	39	23	22	32	27
"NIPAL3"	396	464	304	256	173	246	308	300
"RCAN3AS"	2	3	2	5	4	1	4	2
"RCAN3"	235	445	155	225	62	105	135	126
"NCMAP.DT"	23	0	11	26	28	29	22	32
"NCMAP"	266	92	141	192	192	207	251	361
"SRRM1"	1622	1595	1103	1022	979	1272	1006	1176
"LOC124904829"	0	0	0	0	0	0	0	0
"CLIC4"	3965	4512	2755	3053	3036	3023	3834	2928
"LOC105376876"	0	2	1	0	1	1	0	2
"RUNX3"	81	122	36	75	29	54	25	43
"MIR6731"	0	0	0	0	0	0	0	0
"RUNX3.AS1"	0	2	4	7	5	8	0	3
"MIR4425"	0	0	0	0	0	0	0	0
"LINC02793"	0	0	0	0	0	0	0	0
"IFITM3P7"	0	0	0	0	0	0	0	0
"LOC124903880"	0	0	0	0	0	0	0	0
"SYF2"	612	654	396	515	445	418	541	519
"LOC124903881"	27	30	13	30	27	34	19	35
"RSRP1"	1990	2543	1772	1238	1439	1574	1700	2010
"LOC105376882"	0	0	0	3	0	1	0	0
"RHD"	1	0	0	2	0	2	0	0
"SDHDP6"	5	8	0	4	2	2	3	4
"TMEM50A"	908	1487	506	779	320	383	467	506
"LOC124904723"	1	5	1	0	5	5	1	2
"LOC124904823"	0	0	0	0	0	0	0	0
"RHCE"	21	3	15	18	23	30	26	28
"SDHDP7"	1	0	4	1	1	1	3	6
"MACO1"	1793	1275	1564	1424	1792	1850	1923	1697
"LDLRAP1"	901	482	622	495	421	404	366	674
"MAN1C1"	910	833	488	612	753	582	536	384
"SELENON"	1061	1521	318	838	250	284	273	295
"MTFR1L"	1300	702	890	1113	1024	975	1040	965
"LOC646471"	4	4	2	3	3	0	0	1
"AUNIP"	8	3	3	2	0	1	1	3
"PAQR7"	513	233	212	205	161	210	190	338
"STMN1"	357	895	191	257	154	290	163	307
"RPL39P7"	0	0	0	0	0	0	0	0
"MIR3917"	0	0	0	0	0	0	0	0
"LOC105376885"	0	0	0	0	0	0	0	0
"PAFAH2"	932	619	806	675	532	503	558	630
"LOC124900433"	0	0	0	0	0	0	0	0
"EXTL1"	2	0	1	0	0	1	0	0
"SLC30A2"	5	40	1	0	1	0	0	0
"LOC105376910"	0	0	0	0	0	0	0	0
"TRIM63"	14	2	0	0	0	0	3	0
"PDIK1L"	679	454	525	528	483	467	454	677
"FAM110D"	18	26	12	11	9	5	10	14
"C1orf232"	0	0	0	0	0	0	0	0
"ZNF593OS"	0	0	0	0	1	0	0	2
"ZNF593"	156	113	79	226	93	79	69	55
"CNKSR1"	32	38	12	6	14	21	20	15
"CATSPER4"	0	0	0	0	0	0	0	0
"LOC124903882"	7	7	4	4	4	2	2	5
"ZPLD2P"	154	35	104	198	102	86	132	101
"CEP85"	319	274	273	187	249	274	196	198
"LOC124904684"	0	0	0	0	2	0	1	2
"SH3BGRL3"	445	876	164	386	107	107	177	229
"UBXN11"	138	194	73	73	51	68	59	111
"CD52"	233	342	109	296	31	58	30	81
"CRYBG2"	10	44	7	16	0	3	0	0
"ZNF683"	4	7	2	10	1	8	0	11
"LIN28A"	0	0	0	0	0	0	0	0
"LOC124903883"	2	2	0	1	1	0	1	0
"DHDDS"	553	469	373	362	248	278	274	353
"DHDDS.AS1"	14	24	22	8	17	19	14	10
"HMGN2"	909	851	584	1000	541	480	655	761
"DPPA2P2"	0	0	0	0	0	0	0	0
"LOC124903884"	0	0	0	0	0	0	0	0
"RPS6KA1"	0	0	0	0	0	0	0	0
"MIR1976"	0	0	0	0	0	0	0	0
"RN7SL679P"	1	0	3	1	0	0	3	3
"LOC124904769"	0	0	0	0	0	0	0	0
"LOC124904813"	0	0	0	0	0	0	0	0
"LOC105376888"	1	0	0	0	3	0	0	0
"LOC124900417"	18	21	11	10	17	20	20	21
"LOC101928728"	0	0	0	0	0	0	0	0
"ARID1A"	1709	1587	1097	1216	1076	1373	1001	1029
"PIGV"	865	473	654	749	867	841	881	783
"ZDHHC18"	379	445	243	275	258	276	239	260
"SFN"	1	26	3	2	0	1	2	12
"GPN2"	426	411	348	279	344	360	371	471
"GPATCH3"	132	130	95	108	75	88	98	99
"NUDC"	750	817	639	652	557	532	631	763
"NR0B2"	749	340	341	412	521	437	757	595
"KDF1"	60	45	32	41	38	39	46	31
"RPL12P13"	0	1	0	0	2	1	0	0
"RPL32P6"	0	1	0	0	0	2	1	0
"OSTCP2"	1	1	2	0	0	0	1	1
"TRNP1"	90	658	30	32	12	22	39	31
"TENT5B"	2	10	3	10	2	1	5	2
"LOC101928391"	1	1	1	0	16	1	10	2
"SLC9A1"	196	214	72	113	50	75	75	53
"LOC102723760"	0	0	0	0	0	0	0	0
"RPL18AP5"	0	0	0	0	0	0	0	0
"SNRPEP7"	0	0	0	0	0	0	0	0
"WDTC1.DT"	0	0	0	0	0	0	0	0
"WDTC1"	940	624	526	523	454	503	578	493
"TMEM222"	400	359	234	444	223	196	219	286
"ACTG1P20"	49	55	39	19	38	53	44	41
"RNU6.48P"	0	0	0	0	0	0	0	0
"SYTL1"	40	51	13	24	12	25	16	21
"MAP3K6"	184	172	112	105	69	80	72	102
"FCN3"	2881	747	2118	3629	1840	994	1311	972
"CD164L2"	0	0	0	0	0	0	0	0
"GPR3"	2	6	1	3	0	1	0	1
"WASF2"	1404	2142	712	999	596	752	602	640
"LOC105376892"	3	5	2	5	0	0	3	1
"AHDC1"	253	234	193	168	178	333	226	247
"FGR"	163	237	96	175	69	112	53	118
"LOC729973"	0	0	1	0	3	1	1	0
"LINC02574"	0	0	0	0	0	1	0	0
"IFI6"	1204	234	919	442	142	369	125	284
"FAM76A"	276	258	230	309	218	232	213	303
"STX12"	998	1126	716	727	616	589	559	632
"LOC124903885"	0	0	2	0	0	0	0	0
"PPP1R8"	595	633	418	516	377	272	338	414
"SCARNA1"	59	82	39	86	32	44	37	26
"THEMIS2"	273	406	188	201	125	121	133	213
"RPA2"	447	446	423	374	269	315	301	392
"SMPDL3B"	31	41	6	10	3	8	4	8
"XKR8"	178	110	123	197	112	94	145	130
"EYA3"	680	798	554	546	460	537	504	637
"LOC100131223"	1	2	0	3	1	1	0	0
"RNU7.29P"	0	0	0	0	0	0	0	0
"PTAFR"	215	587	108	182	75	78	88	112
"DNAJC8"	690	809	542	637	472	453	575	590
"ATP5IF1"	0	0	1	0	0	0	0	0
"SESN2"	0	0	0	0	0	0	0	0
"MED18"	6	3	1	1	0	3	1	4
"PHACTR4"	1187	904	933	848	947	1103	898	1049
"SNHG3"	161	231	124	173	127	105	130	156
"RCC1"	251	398	161	190	184	146	169	188
"SNORA73A"	5058	9674	2787	7801	2150	2067	2394	1780
"SNORA73B"	4883	8847	2633	8837	2159	2329	2047	1502
"LOC124904836"	1	1	1	1	0	3	2	2
"PRDX3P2"	0	0	0	0	2	0	0	0
"TRNAU1AP"	190	231	129	187	90	105	152	144
"SNHG12"	106	136	72	59	43	62	68	45
"SNORD99"	1	5	1	3	4	6	3	5
"SNORA61"	0	0	0	0	0	0	0	0
"SNORA44"	3	0	2	3	0	2	1	2
"SNORA16A"	14	13	10	16	10	8	8	12
"RAB42"	55	63	28	61	6	27	18	37
"TAF12"	248	315	177	223	156	158	161	204
"TAF12.DT"	25	22	25	26	21	14	31	22
"RNU11"	0	0	0	0	0	0	0	0
"GMEB1"	285	331	246	210	182	198	195	229
"LOC124904809"	0	3	1	0	0	2	0	5
"YTHDF2"	1206	1395	865	970	608	713	689	798
"OPRD1"	1	1	0	0	2	2	1	1
"EPB41"	3434	2168	3233	2621	1921	2345	2036	3489
"LOC124903886"	0	0	0	0	0	0	0	0
"RPL27P4"	0	0	1	0	0	4	0	1
"TMEM200B"	110	119	91	180	32	85	135	117
"SRSF4"	2344	2048	2381	1256	1963	2221	2334	2743
"MECR"	282	242	191	246	149	171	164	215
"LOC124903887"	0	0	0	0	0	0	0	0
"PTPRU"	811	491	517	369	249	216	143	485
"LINC01756"	0	0	0	0	0	0	0	0
"LOC107984933"	0	0	0	0	0	2	0	2
"LOC107984934"	0	0	0	0	0	0	1	0
"LINC01648"	0	3	0	0	0	0	0	1
"LOC105378617"	0	2	0	0	0	0	0	0
"LOC105378618"	0	0	0	0	1	0	0	0
"LOC124903888"	0	0	0	0	0	0	0	0
"MATN1"	0	5	0	0	0	1	0	1
"MATN1.AS1"	17	23	20	14	21	11	25	18
"LAPTM5"	1672	3685	819	1630	425	536	626	1103
"MIR4420"	1	7	1	0	0	0	0	0
"LOC105378620"	53	118	33	37	25	30	29	31
"LOC105378621"	0	0	0	0	0	0	0	0
"LINC01778"	4	0	4	1	0	0	0	4
"LOC400748"	0	0	0	0	0	0	0	0
"SDC3"	1613	1719	988	1232	639	591	702	1045
"PUM1"	2380	2191	1970	1788	1893	2044	1974	2215
"SNORD103A"	0	0	0	0	0	0	0	0
"SNORD103B"	12	8	4	1	3	6	5	4
"SNORD103C"	2	9	1	9	4	4	3	5
"LOC107985097"	0	0	0	0	0	0	0	0
"LOC124904579"	0	1	0	0	2	0	0	2
"LOC107984935"	2	3	0	1	0	1	1	0
"NKAIN1"	0	0	0	0	0	0	0	0
"SNRNP40"	435	449	260	371	261	224	287	342
"ZCCHC17"	279	375	174	251	136	170	192	223
"FABP3"	74	85	46	87	43	26	53	78
"LOC124903892"	9	1	3	0	2	4	0	3
"LOC105378623"	0	0	0	0	0	0	0	0
"SERINC2"	1548	1623	793	921	545	501	387	772
"LOC124903900"	1	18	2	0	12	3	0	0
"LOC105378625"	3	8	2	1	3	1	2	0
"LOC105379772"	0	1	0	0	0	0	0	0
"RNU6.40P"	0	0	0	0	0	0	0	0
"LDC1P"	1	2	0	2	0	0	0	1
"LINC01226"	3	4	2	0	7	2	2	0
"LOC124903917"	3	27	2	0	0	1	0	0
"LOC105378626"	17	62	11	11	8	8	13	19
"TINAGL1"	412	551	245	411	229	202	320	324
"HCRTR1"	0	0	1	0	0	2	3	2
"PEF1"	935	850	544	1002	463	425	502	638
"PEF1.AS1"	0	0	0	0	0	0	0	0
"COL16A1"	225	733	66	94	24	51	106	88
"LOC101929444"	2	0	3	1	0	1	0	4
"ADGRB2"	2	16	2	0	0	3	3	2
"MIR4254"	0	0	0	0	0	0	0	0
"LOC124903930"	0	0	0	0	0	0	0	0
"SPOCD1"	7	6	5	8	0	0	0	2
"PTP4A2"	2278	2812	1840	1962	1540	1874	1635	1711
"KHDRBS1"	1267	1802	680	1011	594	817	549	664
"TMEM39B"	144	169	87	113	92	85	101	114
"MIR5585"	0	0	1	0	0	2	3	0
"KPNA6"	2504	2005	1785	1831	1298	1400	1323	1716
"TXLNA"	928	723	953	637	567	506	617	856
"CCDC28B"	41	48	10	27	13	13	19	30
"IQCC"	31	48	19	20	29	9	29	32
"DCDC2B"	0	0	0	0	1	2	0	1
"TMEM234"	157	193	106	90	95	128	98	135
"EIF3I"	1607	1710	1005	1556	930	804	1066	1258
"MTMR9LP"	115	228	55	77	57	68	76	56
"FAM167B"	96	73	50	114	34	13	48	58
"LCK"	70	162	41	97	21	64	29	63
"HDAC1"	904	1259	575	745	527	527	598	616
"MARCKSL1"	404	712	169	447	121	105	128	167
"LOC124903949"	1	0	0	0	0	2	0	0
"LOC105378629"	2	5	8	1	3	2	1	7
"LOC124903933"	97	84	64	45	68	86	68	60
"FAM229A"	15	9	18	8	21	25	9	16
"TSSK3"	4	4	0	3	3	9	6	5
"BSDC1"	2990	1701	2066	2011	1623	1554	1586	2000
"GAPDHP20"	0	0	0	0	0	0	0	0
"LRRC37A12P"	0	0	0	0	0	0	0	0
"ZBTB8B"	2	1	0	0	1	3	0	3
"ZBTB8A"	231	229	137	123	102	93	101	131
"LOC124903952"	0	0	0	0	0	0	0	1
"LOC102723870"	12	7	5	5	11	10	16	9
"ZBTB8OS"	451	349	366	409	293	343	348	416
"RBBP4"	2564	2815	1898	1918	1570	1673	1631	1863
"SYNC"	49	77	21	47	40	28	37	20
"KIAA1522"	543	603	152	250	100	181	121	157
"YARS1"	1088	1038	886	881	595	542	565	678
"S100PBP"	640	747	527	341	460	582	497	643
"FNDC5"	2044	279	1495	757	456	297	211	836
"LOC105378631"	1	2	0	0	1	0	1	3
"HPCA"	0	0	0	0	0	0	0	0
"TMEM54"	65	173	42	63	18	19	26	59
"LOC105378632"	0	0	0	0	0	0	0	0
"RNF19B"	372	471	280	265	207	312	278	345
"LOC107984936"	3	6	7	4	4	3	8	7
"RPL18AP4"	0	0	0	0	0	0	0	0
"LOC100419257"	1	0	0	0	0	0	0	0
"AK2"	3758	2592	3074	2814	2648	2682	2802	2853
"LOC124903969"	0	3	2	0	1	3	2	3
"LOC105378635"	0	0	0	0	0	0	0	1
"AZIN2"	57	92	42	23	35	61	35	54
"ZNF362"	353	316	192	220	177	204	218	227
"TRIM62"	53	55	31	37	18	25	19	47
"A3GALT2"	0	0	0	1	1	1	3	4
"PHC2"	1188	1590	634	1092	478	565	575	714
"MIR3605"	11	5	6	1	3	8	1	6
"PHC2.AS1"	0	1	7	2	6	6	3	1
"ZSCAN20"	121	194	113	77	58	82	90	108
"CSMD2"	27	43	16	3	1	3	7	4
"LOC124903976"	0	0	0	0	0	0	0	0
"HMGB4"	0	0	0	0	0	0	0	0
"CSMD2.AS1"	0	0	0	0	0	0	0	0
"C1orf94"	0	0	0	0	0	0	0	0
"LOC105378639"	0	0	0	0	0	0	0	0
"LOC105378641"	0	0	1	0	1	1	1	1
"MIR552"	0	0	0	0	0	0	0	0
"LOC105378642"	54	0	47	4	187	70	193	385
"GJB5"	0	0	0	0	0	0	0	0
"GJB4"	0	2	0	0	0	0	0	0
"GJB3"	5	5	2	0	1	2	12	3
"GJA4"	158	93	52	132	71	53	95	102
"SMIM12"	808	736	567	694	542	515	538	611
"DLGAP3"	2	5	1	1	3	0	2	2
"GPR199P"	50	39	28	23	28	37	27	35
"TMEM35B"	338	371	178	340	181	189	228	238
"ZMYM6"	653	817	502	400	458	497	517	588
"LOC124903990"	0	0	0	0	0	0	0	0
"ZMYM1"	697	885	549	418	489	564	546	681
"EFCAB14P1"	1	0	0	0	0	0	0	1
"LOC105378644"	5	1	2	0	3	0	1	1
"SFPQ"	4565	5681	4169	2891	3683	4393	4311	4771
"ZMYM4"	2017	2435	1431	1394	1370	1488	1536	1655
"LOC124900419"	4	2	3	1	3	5	6	3
"RPL5P4"	40	50	35	22	25	27	37	46
"ZMYM4.AS1"	0	0	0	0	0	0	0	0
"KIAA0319L"	2246	2156	1739	1423	1458	1517	1503	1608
"NCDN"	163	173	85	107	69	87	73	63
"TFAP2E.AS1"	4	8	4	3	5	5	1	2
"TFAP2E"	6	8	3	2	4	1	3	1
"PSMB2"	2031	1373	1145	1850	918	975	837	1048
"LOC105378646"	0	0	0	0	0	0	0	0
"C1orf216"	137	157	101	93	47	68	99	84
"CLSPN"	50	96	62	16	9	17	5	54
"AGO4"	1181	1547	1082	790	993	1043	1068	1104
"AGO1"	1285	1302	1053	929	827	1005	936	882
"AGO3"	2082	1976	1969	1285	1656	1882	1815	2162
"LOC105378647"	2	4	1	0	3	1	1	1
"TEKT2"	2	4	1	1	0	0	3	0
"ADPRS"	230	237	189	172	126	114	130	187
"COL8A2"	60	100	27	35	6	16	26	22
"TRAPPC3"	704	713	541	733	389	424	381	441
"MAP7D1"	298	407	190	272	131	127	158	174
"THRAP3"	3287	3154	2558	2051	2157	2483	2194	2898
"SH3D21"	86	81	33	40	21	48	46	40
"EVA1B"	48	123	16	82	10	13	27	26
"STK40"	1025	700	622	489	699	525	775	544
"LOC124904012"	6	5	10	3	9	12	6	12
"LSM10"	125	94	56	138	50	67	42	38
"LOC124904013"	6	5	2	3	4	2	1	0
"OSCP1"	47	70	35	34	16	33	26	41
"SNORA63C"	2	17	4	13	0	4	1	1
"LOC107984940"	1	4	0	0	0	1	2	0
"MRPS15"	1129	838	670	1337	584	531	633	894
"CSF3R"	299	705	168	234	91	144	126	198
"LOC107984941"	0	0	0	0	0	0	0	0
"LOC105378648"	0	0	0	0	0	0	0	0
"LOC124904023"	0	0	0	0	0	0	0	0
"GRIK3"	1	0	0	0	0	12	7	2
"LOC124904027"	0	0	0	0	0	0	0	0
"MIR4255"	0	0	0	0	0	0	0	0
"LOC107984942"	2	0	0	0	2	1	0	0
"ZC3H12A.DT"	118	116	74	100	50	51	54	75
"ZC3H12A"	161	271	94	112	50	60	69	88
"MIR6732"	0	0	0	1	0	2	0	0
"MEAF6"	848	849	487	668	284	382	345	517
"MIR5581"	11	7	2	0	4	6	7	9
"LOC105378649"	0	1	1	0	1	0	0	0
"SNIP1"	402	314	354	296	233	228	234	292
"FTH1P1"	1	0	1	0	0	1	0	0
"DNALI1"	281	345	167	120	112	229	269	148
"GNL2"	716	801	574	448	412	436	450	491
"RSPO1"	0	1	1	2	0	10	5	0
"C1orf109"	208	202	172	176	173	173	157	200
"CDCA8"	25	59	20	29	10	13	11	20
"EPHA10"	2	6	3	2	0	4	3	1
"LOC124904835"	0	0	0	0	0	0	0	0
"LOC105378650"	0	0	0	0	0	0	0	0
"ACTN4P2"	0	0	0	0	0	0	0	0
"LOC100129497"	0	0	0	0	0	0	0	0
"MANEAL"	183	124	97	191	90	91	94	141
"YRDC"	134	160	77	126	69	87	89	85
"C1orf122"	311	250	161	376	101	83	109	127
"MTF1"	459	501	308	318	221	274	209	243
"INPP5B"	841	698	754	503	923	1086	916	791
"LOC124904043"	0	0	0	0	2	0	0	0
"LOC105378651"	1	2	0	0	0	0	0	0
"SF3A3"	897	1038	703	684	622	572	642	789
"RNU6.510P"	0	0	0	0	0	3	0	1
"FHL3"	64	203	27	62	19	39	27	33
"UTP11"	394	479	294	360	215	217	236	289
"POU3F1"	0	1	0	0	1	0	1	0
"MIR3659HG"	3	2	2	3	5	5	3	1
"MIR3659"	0	0	0	0	0	0	0	0
"LINC02786"	0	0	0	0	0	0	0	0
"LOC105378654"	0	0	1	0	0	2	0	0
"LINC01343"	0	0	0	0	0	0	0	0
"LOC105378657"	0	0	0	1	0	0	0	0
"LOC107984943"	0	0	0	0	0	0	0	1
"LINC01685"	0	0	0	0	0	0	0	0
"LOC105378658"	0	0	0	0	0	0	0	0
"LOC105378660"	0	0	0	0	0	0	0	0
"HSPA5P1"	1	0	1	0	0	2	0	0
"RRAGC"	505	691	309	519	178	262	205	219
"GJA9.MYCBP"	1	0	0	0	0	1	0	0
"MYCBP"	2	7	5	5	6	2	7	7
"LOC105378663"	21	11	11	8	10	10	9	15
"GJA9"	0	0	0	0	0	0	0	0
"RHBDL2"	2	11	4	1	1	9	1	4
"LOC105378662"	13	3	4	1	1	6	7	3
"EIF1P2"	0	0	0	0	1	0	0	0
"AKIRIN1"	1056	998	803	751	396	562	440	495
"NDUFS5"	1327	1252	930	1550	730	790	839	782
"LOC124904088"	68	66	40	24	70	75	63	57
"MACF1"	15160	17539	14129	8085	12528	13897	15476	17062
"HSPE1P8"	0	0	0	0	0	0	0	0
"LOC124904101"	0	0	0	1	0	0	0	0
"BMP8A"	11	5	0	0	2	8	12	1
"OXCT2P1"	1	1	0	1	0	1	0	2
"PPIEL"	113	108	80	82	145	180	144	123
"PABPC4"	1594	2231	872	1436	967	1048	1018	1019
"PABPC4.AS1"	0	0	0	0	0	0	0	0
"SNORA55"	14	15	11	12	12	11	9	8
"HEYL"	186	588	60	117	21	81	67	66
"NT5C1A"	4	2	2	2	0	2	8	2
"HPCAL4"	2	1	0	0	0	1	0	2
"LOC100128091"	1	0	0	1	1	0	0	0
"PPIE"	414	419	363	406	397	338	378	415
"BMP8B"	26	67	45	4	13	15	16	41
"OXCT2"	1	6	2	0	1	0	4	2
"BMP8B.AS1"	0	0	0	0	0	0	0	0
"LOC101929536"	0	3	0	0	0	0	0	0
"LOC105378667"	0	0	0	0	0	0	0	0
"TRIT1"	288	387	293	234	463	336	405	328
"MYCL"	602	288	483	503	646	382	555	418
"MYCL.AS1"	0	0	0	0	0	0	0	0
"MFSD2A"	6963	1806	4808	3569	1795	2670	2322	3472
